"text","label","explain"
"1889","DATE","Absolute or relative dates or periods"
"Almon Strowger","PERSON","People, including fictional"
"Bell","ORG","Companies, agencies, institutions, etc."
"1918","DATE","Absolute or relative dates or periods"
"1978","DATE","Absolute or relative dates or periods"
"Bell","ORG","Companies, agencies, institutions, etc."
"first","ORDINAL","""first"", ""second"", etc."
"SxS","PERSON","People, including fictional"
"1234","DATE","Absolute or relative dates or periods"
"first","ORDINAL","""first"", ""second"", etc."
"1","CARDINAL","Numerals that do not fall under another type"
"second","ORDINAL","""first"", ""second"", etc."
"2","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"second","ORDINAL","""first"", ""second"", etc."
"1","CARDINAL","Numerals that do not fall under another type"
"third","ORDINAL","""first"", ""second"", etc."
"1","CARDINAL","Numerals that do not fall under another type"
"2","CARDINAL","Numerals that do not fall under another type"
"10,000","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"0000 9999","DATE","Absolute or relative dates or periods"
"4","CARDINAL","Numerals that do not fall under another type"
"1st","DATE","Absolute or relative dates or periods"
"2nd","DATE","Absolute or relative dates or periods"
"first","ORDINAL","""first"", ""second"", etc."
"SxS","PERSON","People, including fictional"
"1","CARDINAL","Numerals that do not fall under another type"
"2","CARDINAL","Numerals that do not fall under another type"
"DTMF","ORG","Companies, agencies, institutions, etc."
"Telco","ORG","Companies, agencies, institutions, etc."
"3","CARDINAL","Numerals that do not fall under another type"
"Telco","GPE","Countries, cities, states"
"4","CARDINAL","Numerals that do not fall under another type"
"SxS","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"DTMF","ORG","Companies, agencies, institutions, etc."
"2","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"first","ORDINAL","""first"", ""second"", etc."
"SxS","PERSON","People, including fictional"
"SxS","PERSON","People, including fictional"
"NYC","ORG","Companies, agencies, institutions, etc."
"212","CARDINAL","Numerals that do not fall under another type"
"CROSSBAR","ORG","Companies, agencies, institutions, etc."
"3","CARDINAL","Numerals that do not fall under another type"
"1","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"5","CARDINAL","Numerals that do not fall under another type"
"Bell","ORG","Companies, agencies, institutions, etc."
"60","CARDINAL","Numerals that do not fall under another type"
"Crossbar Tandem","PERSON","People, including fictional"
"XBT","ORG","Companies, agencies, institutions, etc."
"Crossbar","PERSON","People, including fictional"
"Crossbar","PERSON","People, including fictional"
"2","CARDINAL","Numerals that do not fall under another type"
"Phreak's Nightmare Come","WORK_OF_ART","Titles of books, songs, etc."
"Orwell","PERSON","People, including fictional"
"Prophecy","PERSON","People, including fictional"
"2600","CARDINAL","Numerals that do not fall under another type"
"Bell","ORG","Companies, agencies, institutions, etc."
"Airstrip One","ORG","Companies, agencies, institutions, etc."
"Orwell","ORG","Companies, agencies, institutions, etc."
"1984","DATE","Absolute or relative dates or periods"
"ESS","ORG","Companies, agencies, institutions, etc."
"ESS","ORG","Companies, agencies, institutions, etc."
"800","CARDINAL","Numerals that do not fall under another type"
"Exceptional Calling Report","ORG","Companies, agencies, institutions, etc."
"ESS","ORG","Companies, agencies, institutions, etc."
"ESS","ORG","Companies, agencies, institutions, etc."
"Bell Security","ORG","Companies, agencies, institutions, etc."
"FBI","ORG","Companies, agencies, institutions, etc."
"NSA","ORG","Companies, agencies, institutions, etc."
"ESS","ORG","Companies, agencies, institutions, etc."
"Eine Augenblick","PERSON","People, including fictional"
"Bell Gestapo","ORG","Companies, agencies, institutions, etc."
"ESS","ORG","Companies, agencies, institutions, etc."
"Bell","ORG","Companies, agencies, institutions, etc."
"1990","DATE","Absolute or relative dates or periods"
"911","CARDINAL","Numerals that do not fall under another type"
"2","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"ANI","ORG","Companies, agencies, institutions, etc."
"Automatic Number Identification","ORG","Companies, agencies, institutions, etc."
"LD","GPE","Countries, cities, states"
"ESS","ORG","Companies, agencies, institutions, etc."
"ESS","ORG","Companies, agencies, institutions, etc."
"Black Boxes","PERSON","People, including fictional"
"ESS","ORG","Companies, agencies, institutions, etc."
"Notes","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Network","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"1980","DATE","Absolute or relative dates or periods"
"Texas Instruments","ORG","Companies, agencies, institutions, etc."
"1983","DATE","Absolute or relative dates or periods"
"TAP","ORG","Companies, agencies, institutions, etc."
"603","CARDINAL","Numerals that do not fall under another type"
"147","CARDINAL","Numerals that do not fall under another type"
"42","CARDINAL","Numerals that do not fall under another type"
"New York","GPE","Countries, cities, states"
"10 year","DATE","Absolute or relative dates or periods"
"0.75","CARDINAL","Numerals that do not fall under another type"
"90","CARDINAL","Numerals that do not fall under another type"
"2600","DATE","Absolute or relative dates or periods"
"Box","PERSON","People, including fictional"
"Middle Island","GPE","Countries, cities, states"
"11953","DATE","Absolute or relative dates or periods"
"10 year","DATE","Absolute or relative dates or periods"
"1","CARDINAL","Numerals that do not fall under another type"
"6","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"003","CARDINAL","Numerals that do not fall under another type"
"April 13, 1984","DATE","Absolute or relative dates or periods"
"Year of Big Brother","EVENT","Named hurricanes, battles, wars, sports events, etc."
"914","CARDINAL","Numerals that do not fall under another type"
"942","CARDINAL","Numerals that do not fall under another type"
"Sherwood Forest","ORG","Companies, agencies, institutions, etc."
"914","CARDINAL","Numerals that do not fall under another type"
"359 1517","DATE","Absolute or relative dates or periods"
"PS Sysops","ORG","Companies, agencies, institutions, etc."
"Network","ORG","Companies, agencies, institutions, etc."
"January","DATE","Absolute or relative dates or periods"
"1600","DATE","Absolute or relative dates or periods"
"914","CARDINAL","Numerals that do not fall under another type"
"238 8195","CARDINAL","Numerals that do not fall under another type"
"300 1200","CARDINAL","Numerals that do not fall under another type"
"Universal Product Code","LAW","Named documents made into laws."
"UPC","ORG","Companies, agencies, institutions, etc."
"16","CARDINAL","Numerals that do not fall under another type"
"Safeway","ORG","Companies, agencies, institutions, etc."
"UPC","ORG","Companies, agencies, institutions, etc."
"First","ORDINAL","""first"", ""second"", etc."
"101","CARDINAL","Numerals that do not fall under another type"
"three","CARDINAL","Numerals that do not fall under another type"
"UPC","ORG","Companies, agencies, institutions, etc."
"Next","ORG","Companies, agencies, institutions, etc."
"Bread","ORG","Companies, agencies, institutions, etc."
"3","CARDINAL","Numerals that do not fall under another type"
"Aspirin","PERSON","People, including fictional"
"five","CARDINAL","Numerals that do not fall under another type"
"51000","CARDINAL","Numerals that do not fall under another type"
"Campbell's Soup","ORG","Companies, agencies, institutions, etc."
"14024","DATE","Absolute or relative dates or periods"
"Ziff Davis","ORG","Companies, agencies, institutions, etc."
"51051","CARDINAL","Numerals that do not fall under another type"
"Infocom","ORG","Companies, agencies, institutions, etc."
"five","CARDINAL","Numerals that do not fall under another type"
"Hitchhiker","ORG","Companies, agencies, institutions, etc."
"Infocom","ORG","Companies, agencies, institutions, etc."
"01191","DATE","Absolute or relative dates or periods"
"two","CARDINAL","Numerals that do not fall under another type"
"9","CARDINAL","Numerals that do not fall under another type"
"1                  0011001                 1100110","QUANTITY","Measurements, as of weight or distance"
"2                  ","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"3                  0111101","QUANTITY","Measurements, as of weight or distance"
"4                  0100011","QUANTITY","Measurements, as of weight or distance"
"5                  ","QUANTITY","Measurements, as of weight or distance"
"6                  ","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"1010000","CARDINAL","Numerals that do not fall under another type"
"8                  0110111                 1001000","QUANTITY","Measurements, as of weight or distance"
"9                  0001011                 ","QUANTITY","Measurements, as of weight or distance"
"NOTed Leftside","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Leftside","FAC","Buildings, airports, highways, bridges, etc."
"1","CARDINAL","Numerals that do not fall under another type"
"Reversed Rightside","ORG","Companies, agencies, institutions, etc."
"1110100","DATE","Absolute or relative dates or periods"
"9","CARDINAL","Numerals that do not fall under another type"
"0010111","DATE","Absolute or relative dates or periods"
"Reversed Rightside","ORG","Companies, agencies, institutions, etc."
"Hitchhiker","ORG","Companies, agencies, institutions, etc."
"First","ORDINAL","""first"", ""second"", etc."
"UPC","ORG","Companies, agencies, institutions, etc."
"NSC","ORG","Companies, agencies, institutions, etc."
"Next","ORG","Companies, agencies, institutions, etc."
"Infocom","ORG","Companies, agencies, institutions, etc."
"Manufacturer","GPE","Countries, cities, states"
"51051","DATE","Absolute or relative dates or periods"
"01191","DATE","Absolute or relative dates or periods"
"one","CARDINAL","Numerals that do not fall under another type"
"0 1 5","CARDINAL","Numerals that do not fall under another type"
"1","CARDINAL","Numerals that do not fall under another type"
"8","CARDINAL","Numerals that do not fall under another type"
"5","CARDINAL","Numerals that do not fall under another type"
"0 1 1","CARDINAL","Numerals that do not fall under another type"
"9","CARDINAL","Numerals that do not fall under another type"
"16","CARDINAL","Numerals that do not fall under another type"
"Multiply","NORP","Nationalities or religious or political groups"
"first","ORDINAL","""first"", ""second"", etc."
"first","ORDINAL","""first"", ""second"", etc."
"third","ORDINAL","""first"", ""second"", etc."
"three","CARDINAL","Numerals that do not fall under another type"
"second","ORDINAL","""first"", ""second"", etc."
"fourth","ORDINAL","""first"", ""second"", etc."
"16 40","CARDINAL","Numerals that do not fall under another type"
"10","CARDINAL","Numerals that do not fall under another type"
"40","CARDINAL","Numerals that do not fall under another type"
"40 40","CARDINAL","Numerals that do not fall under another type"
"0  zero","CARDINAL","Numerals that do not fall under another type"
"Reversed Rightside","PERSON","People, including fictional"
"Five","CARDINAL","Numerals that do not fall under another type"
"1011","DATE","Absolute or relative dates or periods"
"first","ORDINAL","""first"", ""second"", etc."
"01","CARDINAL","Numerals that do not fall under another type"
"29656","DATE","Absolute or relative dates or periods"
"1011 0010011","DATE","Absolute or relative dates or periods"
"2L         9RR","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"14032","DATE","Absolute or relative dates or periods"
"1011 0110011 01 0100011 01 0001101","DATE","Absolute or relative dates or periods"
"2L","CARDINAL","Numerals that do not fall under another type"
"two","CARDINAL","Numerals that do not fall under another type"
"1 12","DATE","Absolute or relative dates or periods"
"month","DATE","Absolute or relative dates or periods"
"first","ORDINAL","""first"", ""second"", etc."
"2,3,6,7","DATE","Absolute or relative dates or periods"
"0","CARDINAL","Numerals that do not fall under another type"
"second","ORDINAL","""first"", ""second"", etc."
"06","CARDINAL","Numerals that do not fall under another type"
"1011 0100111 01","DATE","Absolute or relative dates or periods"
"0101111","DATE","Absolute or relative dates or periods"
"11","CARDINAL","Numerals that do not fall under another type"
"1011 0110011 01 0110011","DATE","Absolute or relative dates or periods"
"01","CARDINAL","Numerals that do not fall under another type"
"UPC","ORG","Companies, agencies, institutions, etc."
"505","CARDINAL","Numerals that do not fall under another type"
"80","CARDINAL","Numerals that do not fall under another type"
"7","CARDINAL","Numerals that do not fall under another type"
"today","DATE","Absolute or relative dates or periods"
"5 minutes","TIME","Times smaller than a day"
"today","DATE","Absolute or relative dates or periods"
"275","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"tommorrow","DATE","Absolute or relative dates or periods"
"one","CARDINAL","Numerals that do not fall under another type"
"Laser Print","ORG","Companies, agencies, institutions, etc."
"Sheesh","PERSON","People, including fictional"
"weekly","DATE","Absolute or relative dates or periods"
"US","GPE","Countries, cities, states"
"Dean","PERSON","People, including fictional"
"Dean","PERSON","People, including fictional"
"SIMON","PERSON","People, including fictional"
"CAN'T HIDE'","ORG","Companies, agencies, institutions, etc."
"late night","TIME","Times smaller than a day"
"2.03 seconds","TIME","Times smaller than a day"
"Texas","GPE","Countries, cities, states"
"Jimmy Stewart","PERSON","People, including fictional"
"Family Matinee","WORK_OF_ART","Titles of books, songs, etc."
"Jimmy Stewart","PERSON","People, including fictional"
"4 Meg","CARDINAL","Numerals that do not fall under another type"
"4 Meg","CARDINAL","Numerals that do not fall under another type"
"4 Meg","CARDINAL","Numerals that do not fall under another type"
"4 Meg","CARDINAL","Numerals that do not fall under another type"
"Simon Travaglia","PERSON","People, including fictional"
"1","CARDINAL","Numerals that do not fall under another type"
"30","CARDINAL","Numerals that do not fall under another type"
"BC950","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Newest","ORG","Companies, agencies, institutions, etc."
"Uniden Bearcat","ORG","Companies, agencies, institutions, etc."
"CMT","ORG","Companies, agencies, institutions, etc."
"20","CARDINAL","Numerals that do not fall under another type"
"PCB","ORG","Companies, agencies, institutions, etc."
"19","CARDINAL","Numerals that do not fall under another type"
"20","CARDINAL","Numerals that do not fall under another type"
"CMT","ORG","Companies, agencies, institutions, etc."
"CMT","ORG","Companies, agencies, institutions, etc."
"two","CARDINAL","Numerals that do not fall under another type"
"950","CARDINAL","Numerals that do not fall under another type"
"Scanner World","ORG","Companies, agencies, institutions, etc."
"02 15 89","DATE","Absolute or relative dates or periods"
"47 EDT","TIME","Times smaller than a day"
"760XLT","CARDINAL","Numerals that do not fall under another type"
"whutt!TGC168","NORP","Nationalities or religious or political groups"
"20","CARDINAL","Numerals that do not fall under another type"
"19","CARDINAL","Numerals that do not fall under another type"
"swiss","NORP","Nationalities or religious or political groups"
"1 8","CARDINAL","Numerals that do not fall under another type"
"73","CARDINAL","Numerals that do not fall under another type"
"Mike","PERSON","People, including fictional"
"1990 July 12","DATE","Absolute or relative dates or periods"
"11 17 EDT","TIME","Times smaller than a day"
"David Walker","PERSON","People, including fictional"
"Jeff Sharpe","PERSON","People, including fictional"
"IBM","ORG","Companies, agencies, institutions, etc."
"one","CARDINAL","Numerals that do not fall under another type"
"Pass","PERSON","People, including fictional"
"IBM Field Engineers","ORG","Companies, agencies, institutions, etc."
"IBM","ORG","Companies, agencies, institutions, etc."
"Mouse Balls Available","ORG","Companies, agencies, institutions, etc."
"FRU","ORG","Companies, agencies, institutions, etc."
"Field Replacement Unit","ORG","Companies, agencies, institutions, etc."
"FRU","ORG","Companies, agencies, institutions, etc."
"Mouse","PERSON","People, including fictional"
"Temple of the Screaming Electron","FAC","Buildings, airports, highways, bridges, etc."
"Jeff Hunter","PERSON","People, including fictional"
"408","CARDINAL","Numerals that do not fall under another type"
"363 9766","DATE","Absolute or relative dates or periods"
"Poindexter Fortran","PERSON","People, including fictional"
"415 567","CARDINAL","Numerals that do not fall under another type"
"7043","DATE","Absolute or relative dates or periods"
"Mick Freen","PERSON","People, including fictional"
"415","CARDINAL","Numerals that do not fall under another type"
"583","TIME","Times smaller than a day"
"first","ORDINAL","""first"", ""second"", etc."
"Atari","ORG","Companies, agencies, institutions, etc."
"D.A. Brumleve","PERSON","People, including fictional"
"1993","DATE","Absolute or relative dates or periods"
"D.A. Brumleve","PERSON","People, including fictional"
"Independent Association of Atari Developers","ORG","Companies, agencies, institutions, etc."
"sixty","CARDINAL","Numerals that do not fall under another type"
"Atari ST","ORG","Companies, agencies, institutions, etc."
"ST","ORG","Companies, agencies, institutions, etc."
"IAAD","PERSON","People, including fictional"
"North America","LOC","Non-GPE locations, mountain ranges, bodies of water"
"Atari","NORP","Nationalities or religious or political groups"
"Southwest","LOC","Non-GPE locations, mountain ranges, bodies of water"
"East","LOC","Non-GPE locations, mountain ranges, bodies of water"
"Southeast","LOC","Non-GPE locations, mountain ranges, bodies of water"
"hundreds","CARDINAL","Numerals that do not fall under another type"
"Super Kidgrid","PERSON","People, including fictional"
"IAAD","PERSON","People, including fictional"
"Atari","PERSON","People, including fictional"
"1","CARDINAL","Numerals that do not fall under another type"
"Rats Nest","PERSON","People, including fictional"
"Rats Nest","ORG","Companies, agencies, institutions, etc."
"Loma Alta CA","FAC","Buildings, airports, highways, bridges, etc."
"Atari Corporation","ORG","Companies, agencies, institutions, etc."
"Applications              Filename","ORG","Companies, agencies, institutions, etc."
"13","CARDINAL","Numerals that do not fall under another type"
"Hdsentry","ORG","Companies, agencies, institutions, etc."
"Lzh","GPE","Countries, cities, states"
"33922 01 10","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"18","CARDINAL","Numerals that do not fall under another type"
"37888 01","DATE","Absolute or relative dates or periods"
"19","CARDINAL","Numerals that do not fall under another type"
"Steno","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"28885 01","DATE","Absolute or relative dates or periods"
"Gribnif","GPE","Countries, cities, states"
"36","CARDINAL","Numerals that do not fall under another type"
"84265","CARDINAL","Numerals that do not fall under another type"
"05 92","CARDINAL","Numerals that do not fall under another type"
"Grammer Expert","PERSON","People, including fictional"
"37","CARDINAL","Numerals that do not fall under another type"
"02","CARDINAL","Numerals that do not fall under another type"
"48","CARDINAL","Numerals that do not fall under another type"
"98427 02 05 92","CARDINAL","Numerals that do not fall under another type"
"Gribnif","GPE","Countries, cities, states"
"49","CARDINAL","Numerals that do not fall under another type"
"217352 02","DATE","Absolute or relative dates or periods"
"05 92","CARDINAL","Numerals that do not fall under another type"
"MultiDesk Deluxe","ORG","Companies, agencies, institutions, etc."
"56","CARDINAL","Numerals that do not fall under another type"
"Knife108.Lzh    87757","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"92","CARDINAL","Numerals that do not fall under another type"
"71","CARDINAL","Numerals that do not fall under another type"
"Lookpop","ORG","Companies, agencies, institutions, etc."
"109631 02 07","DATE","Absolute or relative dates or periods"
"72","CARDINAL","Numerals that do not fall under another type"
"290048 02 07 92","DATE","Absolute or relative dates or periods"
"ImageCat","ORG","Companies, agencies, institutions, etc."
"111","CARDINAL","Numerals that do not fall under another type"
"Hpas_A","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"247343 02 22","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"1","CARDINAL","Numerals that do not fall under another type"
"2","CARDINAL","Numerals that do not fall under another type"
"112","CARDINAL","Numerals that do not fall under another type"
"Hpas_B","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"92","CARDINAL","Numerals that do not fall under another type"
"2","CARDINAL","Numerals that do not fall under another type"
"2","CARDINAL","Numerals that do not fall under another type"
"150","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"2.06","CARDINAL","Numerals that do not fall under another type"
"151","CARDINAL","Numerals that do not fall under another type"
"271744 03 28","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"HyperLink","ORG","Companies, agencies, institutions, etc."
"164","CARDINAL","Numerals that do not fall under another type"
"Chem1_2","ORG","Companies, agencies, institutions, etc."
"217327 04","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"Arrakis","NORP","Nationalities or religious or political groups"
"165","CARDINAL","Numerals that do not fall under another type"
"222763 04","DATE","Absolute or relative dates or periods"
"Arrakis","GPE","Countries, cities, states"
"166","CARDINAL","Numerals that do not fall under another type"
"224322 04","DATE","Absolute or relative dates or periods"
"Arrakis","NORP","Nationalities or religious or political groups"
"167","CARDINAL","Numerals that do not fall under another type"
"247109 04","DATE","Absolute or relative dates or periods"
"Arrakis","LANGUAGE","Any named language"
"168","CARDINAL","Numerals that do not fall under another type"
"239499","CARDINAL","Numerals that do not fall under another type"
"Arrakis","NORP","Nationalities or religious or political groups"
"173","CARDINAL","Numerals that do not fall under another type"
"NeoDesk Command Line","ORG","Companies, agencies, institutions, etc."
"178","CARDINAL","Numerals that do not fall under another type"
"123342 04","DATE","Absolute or relative dates or periods"
"1.4 tos","QUANTITY","Measurements, as of weight or distance"
"197","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"Newest Version of X Boot","WORK_OF_ART","Titles of books, songs, etc."
"221","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"1.3","CARDINAL","Numerals that do not fall under another type"
"English","LANGUAGE","Any named language"
"1 2","CARDINAL","Numerals that do not fall under another type"
"222","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"1.3","CARDINAL","Numerals that do not fall under another type"
"English","LANGUAGE","Any named language"
"2 2","CARDINAL","Numerals that do not fall under another type"
"228","CARDINAL","Numerals that do not fall under another type"
"192808","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"229","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"2 2","TIME","Times smaller than a day"
"243","CARDINAL","Numerals that do not fall under another type"
"427252 05","DATE","Absolute or relative dates or periods"
"Phoenix","GPE","Countries, cities, states"
"1","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"244","CARDINAL","Numerals that do not fall under another type"
"410836 05","DATE","Absolute or relative dates or periods"
"Phoenix","GPE","Countries, cities, states"
"2","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"245","CARDINAL","Numerals that do not fall under another type"
"410836","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"Phoenix","GPE","Countries, cities, states"
"3","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"258","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"Rolodex","ORG","Companies, agencies, institutions, etc."
"287","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"MultiTos","ORG","Companies, agencies, institutions, etc."
"1 3","CARDINAL","Numerals that do not fall under another type"
"181797 07","DATE","Absolute or relative dates or periods"
"20 92","CARDINAL","Numerals that do not fall under another type"
"MultiTos","ORG","Companies, agencies, institutions, etc."
"2 3","CARDINAL","Numerals that do not fall under another type"
"289","CARDINAL","Numerals that do not fall under another type"
"263956 07 20 92","DATE","Absolute or relative dates or periods"
"MultiTos","ORG","Companies, agencies, institutions, etc."
"3 3","CARDINAL","Numerals that do not fall under another type"
"297","CARDINAL","Numerals that do not fall under another type"
"Scanlitd","GPE","Countries, cities, states"
"33361 08 01","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"308","CARDINAL","Numerals that do not fall under another type"
"191763 08","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"CodeHead Utilities","ORG","Companies, agencies, institutions, etc."
"1991","DATE","Absolute or relative dates or periods"
"317","CARDINAL","Numerals that do not fall under another type"
"Clnup426.Lzh","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"ICD","ORG","Companies, agencies, institutions, etc."
"4.26","CARDINAL","Numerals that do not fall under another type"
"334","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"335","CARDINAL","Numerals that do not fall under another type"
"Lzh","PERSON","People, including fictional"
"149439 09 13","DATE","Absolute or relative dates or periods"
"Diamond Edge","PERSON","People, including fictional"
"1.0","CARDINAL","Numerals that do not fall under another type"
"352","CARDINAL","Numerals that do not fall under another type"
"2.50","CARDINAL","Numerals that do not fall under another type"
"356","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"3.73","CARDINAL","Numerals that do not fall under another type"
"374","CARDINAL","Numerals that do not fall under another type"
"631730 10","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"Redacteur","ORG","Companies, agencies, institutions, etc."
"3","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"1 4","CARDINAL","Numerals that do not fall under another type"
"english","LANGUAGE","Any named language"
"Redacteur","ORG","Companies, agencies, institutions, etc."
"3 2","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"376","CARDINAL","Numerals that do not fall under another type"
"18","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"Redacteur","ORG","Companies, agencies, institutions, etc."
"3 3","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"377","CARDINAL","Numerals that do not fall under another type"
"525994 10","DATE","Absolute or relative dates or periods"
"Redacteur","ORG","Companies, agencies, institutions, etc."
"3 4","CARDINAL","Numerals that do not fall under another type"
"378","CARDINAL","Numerals that do not fall under another type"
"12971 10","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"ICD","ORG","Companies, agencies, institutions, etc."
"Zaphod","PERSON","People, including fictional"
"388","CARDINAL","Numerals that do not fall under another type"
"12","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"392","CARDINAL","Numerals that do not fall under another type"
"95744 11","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"ICD","ORG","Companies, agencies, institutions, etc."
"396","CARDINAL","Numerals that do not fall under another type"
"354749 11","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"2.06","CARDINAL","Numerals that do not fall under another type"
"402","CARDINAL","Numerals that do not fall under another type"
"446203","CARDINAL","Numerals that do not fall under another type"
"02 92","CARDINAL","Numerals that do not fall under another type"
"Spectre 3.0","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"403","CARDINAL","Numerals that do not fall under another type"
"408","CARDINAL","Numerals that do not fall under another type"
"Lzh","GPE","Countries, cities, states"
"33876 12 13","DATE","Absolute or relative dates or periods"
"92","CARDINAL","Numerals that do not fall under another type"
"Cache","ORG","Companies, agencies, institutions, etc."
"2.56","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"ELITE","ORG","Companies, agencies, institutions, etc."
"410","CARDINAL","Numerals that do not fall under another type"
"13","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"Multi Vue Graphica","PERSON","People, including fictional"
"421","CARDINAL","Numerals that do not fall under another type"
"03","CARDINAL","Numerals that do not fall under another type"
"93","CARDINAL","Numerals that do not fall under another type"
"Card File 4.03","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Gribnif","ORG","Companies, agencies, institutions, etc."
"422","CARDINAL","Numerals that do not fall under another type"
"Lzh","PERSON","People, including fictional"
"657385 01","DATE","Absolute or relative dates or periods"
"93","CARDINAL","Numerals that do not fall under another type"
"STSutra ELITE","ORG","Companies, agencies, institutions, etc."
"453","CARDINAL","Numerals that do not fall under another type"
"93","CARDINAL","Numerals that do not fall under another type"
"UVK","ORG","Companies, agencies, institutions, etc."
"5.7","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"460","CARDINAL","Numerals that do not fall under another type"
"Falcprgs","GPE","Countries, cities, states"
"Lzh","PERSON","People, including fictional"
"572035","DATE","Absolute or relative dates or periods"
"02 03 93","CARDINAL","Numerals that do not fall under another type"
"Programs","ORG","Companies, agencies, institutions, etc."
"Falcon","ORG","Companies, agencies, institutions, etc."
"470","CARDINAL","Numerals that do not fall under another type"
"93","CARDINAL","Numerals that do not fall under another type"
"ICD","ORG","Companies, agencies, institutions, etc."
"Boot PRO","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"474","CARDINAL","Numerals that do not fall under another type"
"148016 02","DATE","Absolute or relative dates or periods"
"07 93","CARDINAL","Numerals that do not fall under another type"
"TOS","ORG","Companies, agencies, institutions, etc."
"480","CARDINAL","Numerals that do not fall under another type"
"93","CARDINAL","Numerals that do not fall under another type"
"2 5","CARDINAL","Numerals that do not fall under another type"
"481","CARDINAL","Numerals that do not fall under another type"
"305163","DATE","Absolute or relative dates or periods"
"02 18 93","CARDINAL","Numerals that do not fall under another type"
